komnr,gardsnr,bruksnr,festenr,bruksnavn,jordbruksareal,skogareal,annet_areal,fulldyrket,overflatedyrket,innmarksbeite,l_komnr,l_gardsnr,l_bruksnr,l_festenr
1101,99,5,0,DYBING,17,27,32,0,0,17,1101,69,3,0
1101,70,1,0,NEDRA HETLAND,303,53,103,64,0,239,1101,70,1,0
1101,70,2,0,NEDRA HETLAND,558,48,118,143,0,415,1101,70,2,0
1101,70,4,0,NEDRA HETLAND,208,3,31,118,7,83,1101,70,4,0
1101,92,10,0,NEDRA HETLAND,139,0,8,28,0,111,1101,70,4,0
1101,70,5,0,NEDRA HETLAND,29,0,3,17,0,12,1101,70,5,0
1101,70,6,0,NEDRA HETLAND,0,1,1,0,0,0,1101,70,5,0
1101,70,8,0,SOLHEIM,54,9,14,18,0,36,1101,70,8,0
1101,71,1,0,HETLAND ØVRE,113,12,167,23,15,75,1101,71,1,0
1101,71,8,0,HETLAND ØVRE,0,1,0,0,0,0,1101,71,1,0
1101,71,2,0,HETLAND ØVRE,54,10,191,43,0,11,1101,71,2,0
1101,71,3,0,HETLAND ØVRE,172,89,154,77,0,95,1101,71,3,0
1101,99,3,0,HETLAND ØVRE,25,278,246,25,0,0,1101,71,3,0
1101,99,13,0,HETLAND ØVRE,18,3,2,16,0,2,1101,71,3,0
1101,100,2,0,HETLAND ØVRE,0,340,184,0,0,0,1101,71,3,0
1101,71,4,0,HETLAND ØVRE,130,152,225,73,7,50,1101,71,4,0
1101,71,5,0,HETLAND ØVRE,237,44,168,96,0,141,1101,71,5,0
1101,72,16,0,HETLAND ØVRE,0,23,0,0,0,0,1101,71,5,0
1101,73,2,0,HETLAND ØVRE,24,5,2,6,0,18,1101,71,5,0
1101,71,6,0,HETLAND ØVRE,86,94,44,34,0,52,1101,71,6,0
1101,72,1,0,HØYLAND,247,166,315,64,3,180,1101,72,1,0
1101,72,8,0,HØYLAND,122,209,122,28,0,94,1101,72,1,0
1101,73,4,0,HØYLAND,41,64,177,11,0,30,1101,72,1,0
1101,72,10,0,HØYLAND,392,92,276,79,0,313,1101,72,10,0
1101,72,18,0,HØYGÅRD,59,56,26,18,0,41,1101,72,18,0
1101,73,1,0,GRØNING,62,160,82,33,0,29,1101,73,1,0
1101,73,3,0,GRØNING,32,7,177,2,4,26,1101,73,1,0
1101,73,5,0,GRØNING,81,86,97,25,0,56,1101,73,1,0
1101,74,2,0,SKEIPSTAD,86,,,35,0,51,1101,74,2,0
1101,74,5,0,SKEIPSTAD,80,26,10,16,7,57,1101,74,2,0
1101,74,8,0,SKEIPSTAD,0,,,0,0,0,1101,74,2,0
1101,74,14,0,SKEIPSTAD,0,12,108,0,0,0,1101,74,2,0
1101,74,1,0,POLLO,104,,,21,21,62,1101,75,1,0
1101,74,9,0,POLLO,28,46,6,6,10,12,1101,75,1,0
1101,74,11,0,POLLO,0,27,0,0,0,0,1101,75,1,0
1101,75,1,0,POLLO,57,117,1584,19,5,33,1101,75,1,0
1101,76,1,0,MYSING,191,706,2029,54,0,137,1101,76,1,0
1101,77,1,0,BOTNA,72,309,176,22,0,50,1101,77,1,0
1101,78,1,0,HÆSTAD,196,311,119,38,0,158,1101,78,1,0
1101,78,2,0,HÆSTAD,275,248,137,56,0,219,1101,78,2,0
1101,78,3,0,HÆSTAD,103,20,11,12,0,91,1101,78,3,0
1101,78,4,0,HÆSTAD,0,36,1,0,0,0,1101,78,4,0
1101,78,6,0,HÆSTAD,96,26,30,42,1,53,1101,78,6,0
1101,81,31,0,HÆSTAD,1,122,223,0,0,1,1101,78,6,0
1101,78,7,0,HÆSTAD,88,201,85,28,0,60,1101,78,7,0
1101,78,8,0,HÆSTAD,195,24,28,41,0,154,1101,78,8,0
1101,78,16,0,HÆSTAD,168,138,14,45,0,123,1101,78,8,0
1101,78,19,0,HÆSTAD,72,22,10,32,0,40,1101,78,8,0
1101,78,25,0,HÆSTAD,27,0,1,0,0,27,1101,78,8,0
1101,78,12,0,HÆSTAD,145,,,52,7,86,1101,78,12,0
1101,78,23,0,HÆSTAD,9,0,0,0,4,5,1101,78,12,0
1101,79,4,0,HÆSTAD,33,13,2,10,3,20,1101,78,12,0
1101,79,8,0,HÆSTAD,26,9,0,0,0,26,1101,78,12,0
1101,78,13,0,BREISKARSLÅTTEN,35,87,22,16,0,19,1101,78,13,0
1101,78,20,0,HÆSTAD,132,217,34,34,4,94,1101,78,20,0
1101,78,26,0,HÆSTAD,62,0,18,4,0,58,1101,78,26,0
1101,79,1,0,ÅRRESTAD,59,19,11,17,2,40,1101,79,2,0
1101,79,2,0,ÅRRESTAD,208,124,352,46,9,153,1101,79,2,0
1101,79,7,0,ÅRRESTAD,116,25,2,24,0,92,1101,79,2,0
1101,79,13,0,ÅRRESTAD,0,0,1,0,0,0,1101,79,2,0
1101,79,14,0,ÅRRESTAD,7,22,187,6,0,1,1101,79,2,0
1101,79,21,0,ÅRRESTAD,3,1,0,0,0,3,1101,79,2,0
1101,68,4,0,ÅRRESTAD,0,0,174,0,0,0,1101,79,5,0
1101,79,5,0,ÅRRESTAD,155,167,181,31,0,124,1101,79,5,0
1101,99,2,0,ÅRRESTAD,55,115,143,33,0,22,1101,79,5,0
1101,79,6,0,ÅRRESTAD,121,6,65,19,4,98,1101,79,6,0
1101,79,9,0,,54,186,55,39,0,15,1101,79,9,0
1101,79,10,0,ÅRRESTAD,160,23,18,37,0,123,1101,79,10,0
1101,79,11,0,ÅRRESTAD,85,68,19,11,5,69,1101,79,11,0
1101,79,12,0,ÅRRESTAD,225,301,31,69,0,156,1101,79,12,0
1101,79,25,0,,10,1,1,0,0,10,1101,79,25,0
1101,80,1,0,ØYA,245,64,65,39,0,206,1101,80,1,0
1101,80,2,0,ØYA,269,150,20,52,4,213,1101,80,2,0
1101,80,3,0,ØYA,70,204,79,18,0,52,1101,80,3,0
1101,80,4,0,ØYA,216,221,193,70,0,146,1101,80,4,0
1101,48,23,0,ØYGREI,0,0,2,0,0,0,1101,81,1,0
1101,81,1,0,ØYGREI,41,100,76,16,0,25,1101,81,1,0
1101,81,2,0,ØYGREI,0,,,0,0,0,1101,81,1,0
1101,81,9,0,ØYGREI,0,,,0,0,0,1101,81,1,0
1101,81,4,0,ØYGREI,114,,,59,0,55,1101,81,4,0
1101,81,6,0,ØYGREI,22,401,112,1,4,17,1101,81,6,0
1101,81,17,0,ØYGREI,34,,,0,0,34,1101,81,17,0
1101,81,7,0,SLETTEBØ,63,29,13,10,0,53,1101,82,1,0
1101,81,29,0,SLETTEBØ,21,3,13,19,0,2,1101,82,1,0
1101,81,33,0,SLETTEBØ,33,3,6,19,0,14,1101,82,1,0
1101,82,1,0,SLETTEBØ,201,52,,39,0,162,1101,82,1,0
1101,82,3,0,SLETTEBØ,225,270,0,98,7,120,1101,82,3,0
1101,81,3,0,SLETTEBØ,21,7,1,0,0,21,1101,82,4,0
1101,81,18,0,SLETTEBØ,30,124,49,12,0,18,1101,82,4,0
1101,82,2,0,SLETTEBØ,12,4,1,10,0,2,1101,82,4,0
1101,82,4,0,SLETTEBØ,36,5,6,24,3,9,1101,82,4,0
1101,82,11,0,SLETTEBØ,0,10,7,0,0,0,1101,82,4,0
1101,84,1,0,TERLAND,32,46,433,28,3,1,1101,84,3,0
1101,84,3,0,TERLAND,331,29,534,42,0,289,1101,84,3,0
1101,84,2,0,TERLAND,182,169,933,21,0,161,1101,84,4,0
1101,84,4,0,TERLAND,164,72,550,42,0,122,1101,84,4,0
1101,84,9,0,,29,133,20,13,0,16,1101,84,9,0
1101,85,1,0,TOFTENE,70,40,,13,1,56,1101,85,1,0
1101,85,2,0,HEIMTUN,66,111,,3,0,63,1101,85,2,0
1101,85,3,0,HEIMTUN,0,1,0,0,0,0,1101,85,2,0
1101,85,4,0,HEIMTUN,0,6,1,0,0,0,1101,85,2,0
1101,86,1,0,LIA,149,237,2831,20,11,118,1101,86,1,0
1101,86,8,0,LIA,0,0,0,0,0,0,1101,86,1,0
1101,86,9,0,LIA,0,0,7,0,0,0,1101,86,1,0
1101,87,9,0,LIA,4,1,0,4,0,0,1101,86,1,0
1101,86,6,0,FERIEKOLONI LIEN,0,5,7,0,0,0,1101,86,6,0
1101,86,10,0,FERIEKOLONI LIEN,0,0,6,0,0,0,1101,86,6,0
1101,87,1,0,HOLTE,113,107,1056,13,0,100,1101,87,1,0
1101,87,5,0,ÅMOT,14,3,15,0,0,14,1101,88,1,0
1101,88,1,0,ÅMOT,41,69,499,0,0,41,1101,88,1,0
1101,79,26,0,FEDEN,5,0,3,5,0,0,1101,89,1,0
1101,89,1,0,FEDEN,141,74,595,36,0,105,1101,89,1,0
1101,90,1,0,HOVLAND,81,97,1103,30,0,51,1101,90,2,0
1101,90,2,0,HOVLAND,92,52,1049,22,0,70,1101,90,2,0
1101,90,5,0,HOVLAND,35,119,659,12,0,23,1101,90,5,0
1101,90,6,0,HOVLAND,0,0,21,0,0,0,1101,90,5,0
1101,91,1,0,LITLE HOGSTAD,22,271,483,15,0,7,1101,91,1,0
1101,91,8,0,,2,2,14,2,0,0,1101,91,8,0
1101,92,1,0,BERGE,42,277,308,35,2,5,1101,92,1,0
1101,92,27,0,BERGE,2,6,0,2,0,0,1101,92,1,0
1101,92,23,0,MYRVOLL,365,35,30,79,11,275,1101,92,23,0
1101,92,25,0,BAKKETUN,2,8,2,2,0,0,1101,92,25,0
1101,93,2,0,HOGSTAD STORE,4,6,3,4,0,0,1101,93,2,0
1101,93,52,0,HOGSTAD STORE,18,242,59,18,0,0,1101,93,2,0
1101,93,57,0,HOGSTAD STORE,0,42,4,0,0,0,1101,93,2,0
1101,92,5,0,HOGSTAD STORE,21,9,0,16,0,5,1101,93,3,0
1101,92,12,0,HOGSTAD STORE,2,57,1,1,0,1,1101,93,3,0
1101,92,14,0,HOGSTAD STORE,5,0,0,4,0,1,1101,93,3,0
1101,93,3,0,HOGSTAD STORE,139,126,29,19,0,120,1101,93,3,0
1101,93,12,0,HOGSTAD STORE,6,8,0,5,0,1,1101,93,3,0
1101,93,4,0,HOGSTAD STORE,10,306,63,9,0,1,1101,93,4,0
1101,93,36,0,HOGSTAD STORE,0,9,13,0,0,0,1101,93,4,0
1101,93,21,0,FJELDTUN,30,12,4,12,0,18,1101,93,21,0
1101,93,54,0,FJELDTUN,0,14,6,0,0,0,1101,93,21,0
1101,94,1,0,RAMSLAND,0,0,2,0,0,0,1101,94,1,0
1101,94,4,0,RAMSLAND,7,40,12,7,0,0,1101,94,4,0
1101,90,8,0,EKER,1,1,0,0,0,1,1101,94,6,0
1101,94,6,0,EKER,11,21,6,4,1,6,1101,94,6,0
1101,94,19,0,SOLHEIM,0,0,1,0,0,0,1101,94,19,0
1101,94,36,0,RAMSLAND,43,11,5,0,0,43,1101,94,36,0
1101,94,66,0,RAMSLAND,37,19,1,7,0,30,1101,94,66,0
1101,93,1,0,SVÅLESTAD,13,25,7,13,0,0,1101,95,1,0
1101,93,7,0,SVÅLESTAD,25,3,2,1,0,24,1101,95,1,0
1101,95,1,0,SVÅLESTAD,164,257,394,22,11,131,1101,95,1,0
1101,95,10,0,SVÅLESTAD,0,44,14,0,0,0,1101,95,1,0
1101,94,37,0,SVÅLESTAD,230,148,2100,38,0,192,1101,95,2,0
1101,95,2,0,SVÅLESTAD,220,137,780,45,5,170,1101,95,2,0
1101,95,9,0,EPTELAND,0,0,398,0,0,0,1101,96,1,0
1101,96,1,0,EPTELAND,51,88,516,12,2,37,1101,96,1,0
1101,96,2,0,EPTELAND,84,12,285,26,0,58,1101,96,1,0
1101,97,2,0,EPTELAND,0,0,32,0,0,0,1101,96,1,0
1101,97,1,0,MYSSINGEN,231,91,679,67,20,144,1101,97,1,0
1101,98,7,0,MYSSINGEN,31,8,1,0,3,28,1101,97,1,0
1101,98,1,0,,202,154,867,15,0,187,1101,98,1,0
1101,98,3,0,STRØMSTAD,185,207,363,64,0,121,1101,98,3,0
1101,70,3,0,BIRKELAND,167,31,89,64,0,103,1101,99,1,0
1101,99,1,0,BIRKELAND,209,221,285,64,0,145,1101,99,1,0
1101,99,14,0,BIRKELAND,26,0,2,26,0,0,1101,99,1,0
1101,99,6,0,SOLHEIM,6,5,3,6,0,0,1101,99,6,0
1101,100,1,0,HESTVIK,111,17,26,55,2,54,1101,100,1,0
1101,100,3,0,HESTVIK,0,119,505,0,0,0,1101,100,1,0
1101,101,3,0,,0,166,667,0,0,0,1101,101,3,0
1101,102,2,0,,0,33,51,0,0,0,1101,101,3,0
1101,101,6,0,MØGEDAL,144,114,323,48,0,96,1101,101,6,0
1101,83,1,0,MØGEDAL,288,7,3860,115,13,160,1101,101,7,0
1101,101,5,0,MØGEDAL,81,220,472,41,0,40,1101,101,7,0
1101,101,7,0,MØGEDAL,70,25,507,9,7,54,1101,101,7,0
1101,101,8,0,MØGEDAL,108,52,307,19,0,89,1101,101,7,0
1101,101,16,0,MØGEDAL,6,0,0,6,0,0,1101,101,7,0
1101,118,25,0,MØGEDAL,0,0,383,0,0,0,1101,101,7,0
1101,103,1,0,EIGELAND,112,250,1348,40,4,68,1101,103,1,0
1101,103,2,0,EIGELAND SØNDRE,0,230,575,0,0,0,1101,103,2,0
1101,104,1,0,ØVRE ÅMDAL,0,220,888,0,0,0,1101,104,1,0
1101,105,1,0,NEDRE ÅMDAL,124,90,308,2,0,122,1101,105,1,0
1101,107,2,0,LØVOLDEN,71,33,18,38,0,33,1101,107,2,0
1101,107,3,0,HELLELAND,68,51,105,27,0,41,1101,107,4,0
1101,107,4,0,HELLELAND,79,8,33,23,0,56,1101,107,4,0
1101,107,7,0,LILLE KROSMOEN,4,5,10,4,0,0,1101,107,7,0
1101,107,8,0,OPHOLDSSTED,14,72,86,13,0,1,1101,107,8,0
1101,107,9,0,GAASHUS,106,91,114,18,2,86,1101,107,9,0
1101,107,50,0,HELLELAND KIRKE,20,0,22,20,0,0,1101,107,50,0
1101,107,53,0,,195,1150,1417,98,0,97,1101,107,53,0
1101,107,78,0,,13,1,2,11,0,2,1101,107,53,0
1101,107,56,0,KLOKKERGÅRDSVN.7,0,0,1,0,0,0,1101,107,56,0
1101,107,61,0,KLOKKERGÅRDSV.11,0,0,2,0,0,0,1101,107,61,0
1101,98,18,0,TVEIDA,0,9,205,0,0,0,1101,108,1,0
1101,108,1,0,TVEIDA,304,100,116,78,0,226,1101,108,1,0
1101,108,2,0,TVEIDA,160,69,559,33,0,127,1101,108,1,0
1101,109,9,0,TVEIDA,5,11,19,0,0,5,1101,108,1,0
1101,109,1,0,EKESTEN,21,37,17,9,0,12,1101,109,1,0
1101,109,2,0,EKESTEN,101,193,427,24,0,77,1101,109,2,0
1101,109,16,0,EKESTEN,14,0,4,14,0,0,1101,109,2,0
1101,109,4,0,EKESTEN,167,208,516,37,0,130,1101,109,4,0
1101,109,5,0,EKESTEN,89,55,25,11,0,78,1101,109,5,0
1101,110,1,0,BRYNNESLAND,54,38,26,25,0,29,1101,110,1,0
1101,110,9,0,BRYNNESLAND,0,1,0,0,0,0,1101,110,1,0
1101,110,2,0,"KOMMUNESKOGEN, BRYNNINGSLAND",0,162,20,0,0,0,1101,110,2,0
1101,111,1,0,KLUNGLAND,156,168,437,66,0,90,1101,111,1,0
1101,111,13,0,KLUNGLAND,80,24,27,36,0,44,1101,111,1,0
1101,111,10,0,BIRKENES,45,6,12,11,0,34,1101,111,10,0
1101,4,108,0,,0,19,40,0,0,0,1101,111,23,0
1101,5,145,0,,0,1,45,0,0,0,1101,111,23,0
1101,7,602,0,,0,25,49,0,0,0,1101,111,23,0
1101,44,23,0,,2,13,23,0,0,2,1101,111,23,0
1101,45,230,0,,4,38,68,1,0,3,1101,111,23,0
1101,47,211,0,,0,9,109,0,0,0,1101,111,23,0
1101,49,129,0,,0,0,4,0,0,0,1101,111,23,0
1101,59,35,0,,0,7,20,0,0,0,1101,111,23,0
1101,60,611,0,,0,60,74,0,0,0,1101,111,23,0
1101,78,32,0,,1,42,22,0,0,1,1101,111,23,0
1101,79,31,0,,2,34,38,0,0,2,1101,111,23,0
1101,81,22,0,,0,16,18,0,0,0,1101,111,23,0
1101,92,18,0,,1,8,13,0,0,1,1101,111,23,0
1101,93,53,0,,3,9,23,2,1,0,1101,111,23,0
1101,99,9,0,,1,7,22,0,0,1,1101,111,23,0
1101,100,5,0,,1,20,10,0,0,1,1101,111,23,0
1101,107,48,0,,1,16,9,0,0,1,1101,111,23,0
1101,111,23,0,,1,1,23,1,0,0,1101,111,23,0
1101,112,20,0,,1,3,20,1,0,0,1101,111,23,0
1101,115,15,0,,8,2,13,2,0,6,1101,111,23,0
1101,112,1,0,LOMELAND,5,2,3,0,0,5,1101,112,2,0
1101,112,2,0,LOMELAND,86,73,412,26,4,56,1101,112,2,0
1101,112,9,0,LOMELAND,12,21,118,0,0,12,1101,112,2,0
1101,112,3,0,LOMELAND,267,110,182,51,0,216,1101,112,3,0
1101,112,18,0,LOMELAND,22,26,33,20,0,2,1101,112,3,0
1101,112,5,0,LOMELAND,221,54,524,96,0,125,1101,112,5,0
1101,114,1,0,LOMELAND,192,162,552,98,0,94,1101,112,5,0
1101,112,7,0,STORSKOGEN,0,276,192,0,0,0,1101,112,7,0
1101,114,5,0,,0,0,6,0,0,0,1101,114,5,0
1101,111,16,0,SLEVELAND,6,6,7,6,0,0,1101,115,1,0
1101,112,15,0,SLEVELAND,2,6,6,2,0,0,1101,115,1,0
1101,112,16,0,SLEVELAND,7,3,9,7,0,0,1101,115,1,0
1101,112,17,0,SLEVELAND,7,0,0,7,0,0,1101,115,1,0
1101,115,1,0,SLEVELAND,185,109,178,90,3,92,1101,115,1,0
1101,115,2,0,SLEVELAND,119,70,356,42,0,77,1101,115,2,0
1101,44,3,0,SLEVELAND,104,22,17,17,23,64,1101,115,3,0
1101,44,16,0,SLEVELAND,8,0,0,8,0,0,1101,115,3,0
1101,44,17,0,SLEVELAND,4,0,0,4,0,0,1101,115,3,0
1101,115,3,0,SLEVELAND,209,110,318,47,0,162,1101,115,3,0
1101,115,17,0,SLEVELAND,7,0,0,0,0,7,1101,115,3,0
1101,115,4,0,SLEVELAND,279,6,45,85,0,194,1101,115,4,0
1101,44,1,0,SLEVELAND,24,100,379,4,2,18,1101,115,5,0
1101,44,12,0,SLEVELAND,11,0,0,11,0,0,1101,115,5,0
1101,115,5,0,SLEVELAND,47,111,225,32,1,14,1101,115,5,0
1101,115,10,0,,160,102,236,48,0,112,1101,115,10,0
1101,42,6,0,LUNDGÅRD,0,5,9,0,0,0,1101,115,11,0
1101,112,4,0,LUNDGÅRD,102,127,275,50,0,52,1101,115,11,0
1101,113,1,0,LUNDGÅRD,45,60,393,25,7,13,1101,115,11,0
1101,115,11,0,LUNDGÅRD,176,66,101,53,0,123,1101,115,11,0
1101,116,1,0,EIGELANDSDALEN,49,0,0,15,0,34,1101,116,1,0
1101,116,2,0,EIGELANDSDALEN,33,385,731,7,0,26,1101,116,2,0
1101,116,19,0,EIGELANDSDALEN,9,1,1,9,0,0,1101,116,2,0
1101,116,4,0,EIGELANDSDALEN,46,115,2487,20,0,26,1101,116,4,0
1101,116,152,0,EIGELANDSDALEN,0,92,81,0,0,0,1101,116,4,0
1101,116,5,0,NYGÅRD,25,112,2065,0,0,25,1101,116,12,0
1101,116,9,0,NYGÅRD,16,197,119,0,0,16,1101,116,12,0
1101,116,12,0,NYGÅRD,81,,,48,0,33,1101,116,12,0
1101,117,3,0,NYGÅRD,86,237,211,86,0,0,1101,116,12,0
1101,116,15,0,SOLBORG,3,231,609,3,0,0,1101,116,15,0
1101,116,18,0,SOLBORG,17,0,20,17,0,0,1101,116,15,0
1101,116,112,0,SOLBORG,0,0,2,0,0,0,1101,116,15,0
1101,116,139,0,SOLBORG,0,0,3,0,0,0,1101,116,15,0
1101,117,1,0,ÅSEN,89,1330,2222,79,0,10,1101,117,1,0
1101,117,11,0,,0,2,1,0,0,0,1101,117,11,0
1101,118,1,0,GYA,241,288,4515,89,10,142,1101,118,1,0
1101,118,2,0,GYA,175,736,4855,104,9,62,1101,118,2,0
1101,118,6,0,GYA,119,277,1478,92,0,27,1101,118,6,0
1101,118,12,0,NYGÅRD,138,138,5979,64,6,68,1101,118,12,0
1101,118,15,0,NYGÅRD,12,7,4,12,0,0,1101,118,12,0
1101,118,32,0,,0,0,1,0,0,0,1101,118,32,0
1101,119,1,0,GYSTØL,147,306,6839,73,0,74,1101,119,1,0
1101,121,1,0,GRØSFJELL,176,0,0,70,0,106,1101,121,1,0
1101,121,2,0,GRØSFJELL,227,0,522,82,2,143,1101,121,2,0
1101,121,3,0,GRØSFJELL,299,,,74,0,225,1101,121,3,0
1101,121,4,0,GRØSFJELL,0,,,0,0,0,1101,121,3,0
1101,121,7,0,GRØSFJELL,0,,,0,0,0,1101,121,3,0
1101,121,8,0,GRØSFJELL,2,0,0,2,0,0,1101,121,3,0
1101,121,9,0,GRØSFJELL,8,16,7,4,0,4,1101,121,3,0
1101,72,3,0,GRØSFJELL,156,128,123,61,3,92,1101,121,5,0
1101,121,5,0,GRØSFJELL,655,188,93,110,2,543,1101,121,5,0
1101,121,6,0,GRØSFJELL,0,,,0,0,0,1101,121,5,0
1101,121,13,0,SOLBAKKEN,10,2,2,6,0,4,1101,121,13,0
1101,122,1,0,EIGELAND VESTRE,384,451,534,145,0,239,1101,122,1,0
1101,122,2,0,EIGELAND,258,86,168,102,0,156,1101,122,2,0
1101,123,1,0,SKAILAND,108,243,974,46,6,56,1101,123,1,0
1101,123,38,0,SKAILAND,8,0,1,7,0,1,1101,123,1,0
1101,123,2,0,SKAILAND,284,83,820,49,0,235,1101,123,2,0
1101,123,71,0,SKAILAND,12,0,46,0,0,12,1101,123,2,0
1101,123,5,0,SKAILAND,140,267,1407,21,0,119,1101,123,5,0
1101,123,39,0,SKAILAND,0,0,2,0,0,0,1101,123,5,0
1101,123,40,0,SKAILAND,0,0,3,0,0,0,1101,123,5,0
1101,123,9,0,SKAILAND,182,180,0,66,9,107,1101,123,9,0
1101,123,91,0,SKAILAND,29,14,811,0,0,29,1101,123,9,0
1101,99999,3021,0,EIGERSUND SMÅFELAG,,,,,,,1101,99999,3021,0
1101,99999,3031,0,DALBUEN VERARING,,,,,,,1101,99999,3031,0
1101,99999,3041,0,HELLELAND SAU- OG GEITALSLAG,,,,,,,1101,99999,3041,0
1101,99999,3081,0,.,,,,,,,1101,99999,3081,0
1102,62,66,0,STANGELAND,0,0,1,0,0,0,1102,62,66,0
1103,1,1,0,Søre Lunde,49,4,10,44,0,5,1103,1,1,0
1103,1,2,0,Søre Lunde,18,0,1,5,0,13,1103,1,1,0
1103,1,12,0,Søre Lunde,14,0,2,14,0,0,1103,1,1,0
1103,2,2,0,Søre Lunde,10,0,3,9,0,1,1103,1,1,0
1103,2,15,0,Søre Lunde,31,6,1,14,0,17,1103,1,1,0
1103,1,3,0,Søre Lunde,51,13,13,25,0,26,1103,1,3,0
1103,1,5,0,Nygård,22,0,5,20,0,2,1103,1,5,0
1103,1,41,0,Nygård,52,0,5,25,0,27,1103,1,5,0
1103,1,6,0,Søre Lunde,66,0,13,24,0,42,1103,1,6,0
1103,1,24,0,Søre Lunde,54,8,6,14,0,40,1103,1,6,0
1103,1,25,0,Søre Lunde,21,0,2,0,0,21,1103,1,6,0
1103,1,7,0,Søre Lunde,62,12,13,36,0,26,1103,1,7,0
1103,1,8,0,Søre Lunde,67,7,17,49,2,16,1103,1,8,0
1103,1,17,0,Østvoll,39,6,17,32,0,7,1103,1,17,0
1103,1,67,0,Østvoll,15,0,2,15,0,0,1103,1,17,0
1103,2,1,0,Nordre Lunde,60,0,,46,0,14,1103,2,1,0
1103,2,3,0,Nordre Lunde,26,1,8,25,0,1,1103,2,3,0
1103,2,5,0,Nordre Lunde,185,5,,88,9,88,1103,2,5,0
1103,2,6,0,Nordre Lunde,37,0,,18,1,18,1103,2,5,0
1103,2,21,0,Nordre Lunde,4,8,,4,0,0,1103,2,5,0
1103,2,7,0,Nordre Lunde,46,16,0,16,0,30,1103,2,7,0
1103,2,8,0,Midtbø,79,12,,37,0,42,1103,2,8,0
1103,3,12,0,Midtbø,27,0,0,5,0,22,1103,2,8,0
1103,2,9,0,Høygård,79,5,,38,0,41,1103,2,9,0
1103,2,19,0,Vestli,7,5,4,4,0,3,1103,2,19,0
1103,2,20,0,Norgard,0,12,,0,0,0,1103,2,20,0
1103,1,72,0,Nordtun I,29,0,9,9,0,20,1103,2,24,0
1103,1,73,0,Nordtun I,13,0,1,13,0,0,1103,2,24,0
1103,2,22,0,Nordtun I,0,0,,0,0,0,1103,2,24,0
1103,2,24,0,Nordtun I,58,0,7,58,0,0,1103,2,24,0
1103,3,1,0,Meling,67,18,,37,0,30,1103,3,1,0
1103,3,2,0,Meling,108,0,,90,0,18,1103,3,2,0
1103,3,28,0,Meling,3,0,0,0,0,3,1103,3,2,0
1103,3,3,0,Meling,51,0,,30,0,21,1103,3,3,0
1103,3,4,0,Østregård,15,8,,14,1,0,1103,3,4,0
1103,3,6,0,Meling,59,12,52,41,0,18,1103,3,6,0
1103,3,63,0,Meling,1,0,1,1,0,0,1103,3,6,0
1103,3,7,0,Meling,51,13,,27,0,24,1103,3,7,0
1103,3,8,0,Meling,60,0,,53,2,5,1103,3,8,0
1103,3,9,0,Beiten,59,0,,53,0,6,1103,3,9,0
1103,3,17,0,Beiten,10,1,,10,0,0,1103,3,9,0
1103,3,10,0,Myren,68,0,,60,0,8,1103,3,10,0
1103,3,11,0,Lien,62,1,,41,0,21,1103,3,11,0
1103,3,13,0,Dalen,2,0,8,0,0,2,1103,3,13,0
1103,3,16,0,Nygård,50,0,,29,0,21,1103,3,16,0
1103,3,25,0,Nygård,21,0,3,20,0,1,1103,3,16,0
1103,3,18,0,Nordbø,68,0,30,45,0,23,1103,3,18,0
1103,3,21,0,Nordbø,43,1,,42,0,1,1103,3,21,0
1103,3,23,0,Rossnes,158,0,24,79,0,79,1103,3,23,0
1103,3,24,0,Rossnes,169,5,40,82,0,87,1103,3,24,0
1103,3,29,0,Vestmark,56,18,46,34,0,22,1103,3,29,0
1103,3,55,0,,50,0,24,0,0,50,1103,3,55,0
1103,3,56,0,,2,5,,0,0,2,1103,3,56,0
1103,4,1,0,Lunde,33,6,,10,0,23,1103,4,1,0
1103,4,344,0,Lunde,23,0,1,23,0,0,1103,4,1,0
1103,4,721,0,Lunde,47,0,5,30,0,17,1103,4,1,0
1103,4,2,0,Lunde,14,6,3,14,0,0,1103,4,2,0
1103,4,3,0,Lunde,102,27,16,48,14,40,1103,4,3,0
1103,4,4,0,Lunde,0,0,1,0,0,0,1103,4,4,0
1103,4,8,0,Lunde,26,2,4,17,3,6,1103,4,8,0
1103,5,3,0,Lunde,6,0,0,2,0,4,1103,4,8,0
1103,4,10,0,Lunde,65,40,77,55,0,10,1103,4,10,0
1103,4,13,0,,64,37,,54,0,10,1103,4,13,0
1103,4,15,0,,1,0,4,1,0,0,1103,4,15,0
1103,5,10,0,Skeie,5,0,10,0,0,5,1103,5,10,0
1103,5,35,0,Skeie,1,0,0,0,0,1,1103,5,10,0
1103,5,638,0,Skeie,0,0,2,0,0,0,1103,5,10,0
1103,5,36,0,Østvoll,0,0,2,0,0,0,1103,5,36,0
1103,5,37,0,Slettebø,0,0,2,0,0,0,1103,5,37,0
1103,5,38,0,Tunheim,0,0,0,0,0,0,1103,5,38,0
1103,5,603,0,,18,7,1,2,0,16,1103,5,603,0
1103,5,819,0,,2,0,3,2,0,0,1103,5,819,0
1103,5,820,0,,2,0,1,2,0,0,1103,5,819,0
1103,5,821,0,,2,0,1,2,0,0,1103,5,819,0
1103,5,960,0,,0,5,24,0,0,0,1103,5,960,0
1103,5,961,0,,48,0,11,4,33,11,1103,5,961,0
